COMP ID,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
52357,5119,O-desmethyltramadol glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Early,100006383,2741.0,426.2123,,383891-39-2,,
43334,5470,O-desmethylvenlafaxine,Xenobiotics,Drug - Psychoactive,LC/MS Pos Early,100004173,3253.0,264.1958,125017,300827-87-6,D07793,HMDB60532
45413,5627,O-sulfo-L-tyrosine,Xenobiotics,Chemical,LC/MS Neg,100005384,990.0,260.0234,514186,,,
61860,1596,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100019982,4676.0,309.2071,,,,
36754,1594,octadecanedioate (C18),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001615,5043.0,313.2384,70095,871-70-5,,HMDB00782
61867,1796,octadecanedioylcarnitine (C18-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",LC/MS Pos Late,100005998,1227.0,458.3476,,123233-50-1,,
61861,1595,octadecenedioate (C18:1-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100019978,4875.0,311.2228,,,,
61865,1797,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",LC/MS Pos Late,100005996,1180.0,456.332,,251981-06-3,,
33936,1740,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001247,950.0,288.2169,123701,3671-77-0,C02838,HMDB00791
21320,5155,ofloxacin,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100000673,3600.0,360.1365,4583,82419-36-1,C07321,HMDB01929
52285,1432,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100008930,5655.0,281.2486,,,,
38102,2021,oleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1137,6450.0,324.2908,5283454,11-58-0;111-58-0,,HMDB02088
54960,2783,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010936,2907.0,660.5562,,,,
54961,2784,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010937,2990.0,660.5562,,,,
46798,2770,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,LC/MS Pos Late,100002989,3115.0,636.5562,,106292-55-1,,HMDB07219
46799,2771,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,LC/MS Pos Late,100002990,3223.0,636.5562,,104346-53-4,,HMDB07219
54945,2767,oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010918,3571.0,638.5718,,,,
54946,2768,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010919,3695.0,638.5718,,,,
35160,1770,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100001501,1423.0,426.3578,6441392,38677-66-6,,HMDB05065
53260,1822,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009331,1449.0,368.3523,,,,
53256,5327,olmesartan,Xenobiotics,Drug - Cardiovascular,LC/MS Neg,100006239,3747.0,445.1994,158781,144689-24-7,D05246,HMDB14420
38600,5363,omeprazole,Xenobiotics,Drug - Gastrointestinal,LC/MS Neg,100002725,4673.0,344.1074,4594,73590-58-6,C07324,HMDB01913
1493,436,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,444,2800.0,133.0972,6262,3184-13-2,C00077,HMDB03374
1505,4014,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB00226
35172,4016,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,100001416,2250.0,287.0521,92751,314-50-1,,HMDB00788
20694,4153,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Neg,100000841,603.0,88.988,971,144-62-7,C00209,HMDB02329
41726,5411,oxypurinol,Xenobiotics,Drug - Metabolic,LC/MS Polar,100002489,1656.0,151.0262,4644,2465-59-0,D02365,HMDB00786
48841,215,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006191,2420.0,283.0823,154035,17680-99-8,,HMDB11686
36103,4335,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001315,2890.0,187.0071,4615423,3233-57-7,,HMDB11635
1336,1409,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,424,5618.0,255.233,985,57-10-3,C00249,HMDB00220
33447,1428,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,452,5475.0,253.2173,445638,373-49-9,C08362,HMDB03229
57406,2760,palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100015681,2528.0,632.5249,,,,
54967,2756,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010930,2664.0,608.5249,,,,
53223,1769,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100009406,1357.0,398.3265,71464547,,,
53257,1823,palmitoloelycholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009334,1385.0,340.321,,,,
52434,2935,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100008954,2290.0,705.5905,9939965,,,
38165,2024,palmitoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1489,6300.0,298.2752,4671,544-31-0,C16512,HMDB02100
37506,2939,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,LC/MS Pos Late,100002107,2168.0,703.5749,9939941,6254-89-3,,
54957,2758,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010924,2916.0,634.5405,,,,
54958,2759,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010925,3015.0,634.5405,,,,
52633,2751,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100009052,3080.0,610.5405,9543695,,,HMDB07103
52634,2752,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100009055,3197.0,610.5405,,,,
62984,2970,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),Lipid,Ceramide PEs,LC/MS Pos Late,100021162,2207.0,661.5279,,,,
44681,1751,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100000776,1425.0,400.3421,461,6865-14-1,C02990,HMDB00222
52944,1821,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009233,1482.0,342.3367,151731,,,
63061,4133,pantoate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,LC/MS Neg,100002613,1143.0,147.0663,439251,470-29-1,C00522,
38609,5364,pantoprazole,Xenobiotics,Drug - Gastrointestinal,LC/MS Pos Late,100002808,800.0,366.0719,4679,102625-70-7,C11806,HMDB05017
1508,4134,pantothenate (Vitamin B5),Cofactors and Vitamins,Pantothenate and CoA Metabolism,LC/MS Neg,1024,1498.7,218.1034,6613,137-08-6,C00864,HMDB00210
18254,4368,paraxanthine,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000453,2279.0,179.0575,4687,611-59-6,C13747,HMDB01860
40461,5480,paroxetine,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100003442,963.0,330.15,43815,110429-49-8,"D02362,C07415",
12035,1393,pelargonate (9:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,437,4798.0,157.1234,8158,112-05-0,C01601,HMDB00847
1361,1408,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,980,5521.0,241.2173,13849,1002-84-2;10002-84-2,C16537,HMDB00826
63264,5890,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Polar,100021467,2180.0,165.0405,,,,
57564,5722,perfluorooctanesulfonate (PFOS),Xenobiotics,Chemical,LC/MS Neg,100010955,5233.0,498.9302,74483,1763-23-1,C18142,HMDB59586
62071,5769,perfluorooctanoate (PFOA),Xenobiotics,Chemical,LC/MS Neg,100020208,5130.0,412.9664,9554,,,HMDB59587
52747,181,phenol glucuronide,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006679,1800.0,269.0667,87235,17685-05-1,,HMDB60014
32553,180,phenol sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100001510,2156.0,172.9914,74426,937-34-8,C02180,HMDB60015
57745,148,phenylacetate,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100000011,2150.0,91.0554,999,103-82-2,C07086,HMDB00209
48425,1096,phenylacetylcarnitine,Peptide,Acetylated Peptides,LC/MS Pos Early,100006108,3092.0,280.1543,101724840,287108-21-8,,
52925,1098,phenylacetylglutamate,Peptide,Acetylated Peptides,LC/MS Neg,100009045,1570.0,264.0877,11579826,,,HMDB59772
35126,1099,phenylacetylglutamine,Peptide,Acetylated Peptides,LC/MS Neg,100001417,2330.0,263.1037,92258,28047-15-6,C04148,HMDB06344
33945,1102,phenylacetylglycine,Peptide,Acetylated Peptides,LC/MS Neg,100001275,2375.0,192.0666,68144,500-98-1,C05598,HMDB00821
64,133,phenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,460,2878.0,166.0863,6140,63-91-2,C00079,HMDB00159
22130,144,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100000774,2208.0,165.0557,3848,828-01-3,C05607,HMDB00779
566,143,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,LC/MS Polar,241,845.0,163.0401,997,156-06-9,C00166,HMDB00205
42109,1371,phosphate,Energy,Oxidative Phosphorylation,LC/MS Pos Early,461,576.0,98.9842,1061,7664-38-2,C00009,HMDB01429
1600,2098,phosphoethanolamine (PE),Lipid,Phospholipid Metabolism,LC/MS Pos Early,1026,700.0,142.0264,1015,1071-23-4,C00346,HMDB00224
1512,264,picolinate,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,1022,910.0,124.0393,1018,98-98-6,C10164,HMDB02243
63057,1726,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100021198,1867.0,179.0462,11788622,5616-29-5,,HMDB59766
15704,1569,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100000101,2745.0,159.0663,385,111-16-0,C02656,HMDB00857
33139,5386,pioglitazone,Xenobiotics,Drug - Metabolic,LC/MS Pos Early,100001317,3240.0,357.1267,4829,112529-15-4,C07675,HMDB15264
1444,124,pipecolate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,1025,2200.0,130.0863,849,4043-87-2,C00408,HMDB00070
33935,4743,piperine,Xenobiotics,Food Component/Plant,LC/MS Pos Late,100001267,1168.0,286.1438,638024,94-62-2,C03882,HMDB29377
54742,5244,prednisolone,Xenobiotics,"Drug - Antiinflammatory, Immunosuppressant",LC/MS Pos Late,100009252,828.0,361.201,5755,,"C07369,D00472",HMDB14998
40708,3117,pregnanediol-3-glucuronide,Lipid,Progestin Steroids,LC/MS Neg,100003470,5145.0,495.2963,123796,1852-49-9,,HMDB10318
48394,3122,pregnanolone/allopregnanolone sulfate,Lipid,Progestin Steroids,LC/MS Neg,100006173,5160.0,397.2054,,,,
32562,3094,pregnen-diol disulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100001993,3868.0,238.0775,,,,
32619,3093,pregnenediol sulfate (C21H34O5S)*,Lipid,Pregnenolone Steroids,LC/MS Neg,100002067,5000.0,397.2054,,1247-64-9,,
62921,3096,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100021104,3504.0,246.0749,,,,
62922,3095,pregnenetriol sulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100021103,4749.0,413.2003,,,,
38170,3077,pregnenolone sulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100002129,5100.0,395.1898,105074,1247-64-9,,HMDB00774
35127,463,prolylhydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001167,2128.0,229.1183,11673055,18684-24-7,,HMDB06695
1898,444,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,480,1603.0,116.0706,145742,147-85-3,C00148,HMDB00162
40703,884,prolylglycine,Peptide,Dipeptide,LC/MS Pos Early,100003674,2136.0,173.0921,6426709,2578-57-6,,HMDB11178
32452,1667,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,100001162,2590.0,218.1387,107738,17298-37-2,C03017,HMDB00824
31932,1668,propionylglycine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Neg,100001150,960.0,130.051,98681,21709-90-0,,HMDB00783
48460,4329,propyl 4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100006264,3971.0,259.0282,,162338-10-5,,
7746,1950,prostaglandin E2,Lipid,Eicosanoid,LC/MS Neg,487,4573.0,351.2177,5280360,363-24-6,C00584,HMDB01220
39586,5534,pseudoephedrine,Xenobiotics,Drug - Respiratory,LC/MS Pos Early,100002738,3041.0,166.1226,7028,90-82-4,C02765,HMDB01943
33442,4028,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,821,1100.0,243.0623,15047,1445-07-4,C02067,HMDB00767
31555,4247,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,LC/MS Neg,100001121,2185.0,182.0459,6723,82-82-6,C00847,HMDB00017
46225,52,pyroglutamine*,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100001540,1900.0,129.0659,134508,2353-44-8,,
48428,4854,pyrraline,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001767,2750.0,255.1339,122228,74509-14-1,,HMDB33143
48990,1150,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",LC/MS Polar,823,1083.0,87.0088,1060,127-17-3,C00022,HMDB00243
18335,4645,quinate,Xenobiotics,Food Component/Plant,LC/MS Polar,100000442,2432.9,191.0561,6508,77-95-2,C00296,HMDB03072
39767,5192,quinine,Xenobiotics,Drug - Antibiotic,LC/MS Pos Late,100002968,721.0,325.1911,2728270,130-95-0,,
1899,4101,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,182,845.0,168.0291,1066,89-00-9,C03722,HMDB00232
38595,5359,ranitidine,Xenobiotics,Drug - Gastrointestinal,LC/MS Pos Early,100002735,2910.0,315.1485,3001055,66357-59-3,D00422,HMDB01930
62485,5360,ranitidine N-oxide*,Xenobiotics,Drug - Gastrointestinal,LC/MS Pos Early,100020810,2926.0,331.1435,3033888,,,
62110,4925,resveratrol disulfate (1)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020247,2530.0,192.9889,,,,
62111,4926,resveratrol disulfate (2)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020248,2840.0,192.9889,,,,
40807,4233,retinal,Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,100004088,1666.0,285.2213,638015,,C00376,HMDB01358
1806,4225,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,498,1636.0,269.2264,445354,68-26-8,C00473,HMDB00305
15772,1173,ribitol,Carbohydrate,Pentose Metabolism,LC/MS Polar,100000406,1789.6,151.0612,6912,488-81-3,C00474,HMDB00508
27731,1174,ribonate,Carbohydrate,Pentose Metabolism,LC/MS Polar,100001007,2425.0,165.0405,5460677,5336-08-03 00:00:00,C01685,HMDB00867
61858,1198,ribulonate/xylulonate/lyxonate*,Carbohydrate,Pentose Metabolism,LC/MS Polar,100019968,2350.0,165.0405,,,,
42370,60,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,35,1528.0,114.055,1196,2906-39-0,C04322,HMDB01301
42382,399,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,197,1832.4,383.1143,439155,979-92-0,C00021,HMDB00939
43239,4782,S-allylcysteine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100004509,2690.0,162.0583,98280,21593-77-1,,HMDB34323
39592,410,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,100002749,880.0,134.0281,24417,1187-84-4,,HMDB02108
43378,411,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100002927,900.0,152.0376,82142,6853-87-8,,HMDB29432
38127,391,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100002183,2555.0,164.074,458,3493-12-07 00:00:00,C05319,HMDB38670
21151,4779,saccharin,Xenobiotics,Food Component/Plant,LC/MS Neg,100000870,2000.0,181.9917,5143,81-07-2,D01085,HMDB29723
1515,5540,salicylate,Xenobiotics,Drug - Topical Agents,LC/MS Polar,501,802.0,137.0242,338,69-72-7,C00805,HMDB01895
33384,5087,salicyluric glucuronide*,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100001332,1463.0,370.078,,,,
1516,4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,1023,1280.0,90.055,1088,107-97-1,C00213,HMDB00271
32398,1577,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001211,1788.0,201.1132,5192,111-20-6,C08277,HMDB00792
53237,1197,sedoheptulose,Carbohydrate,Pentose Metabolism,LC/MS Polar,100002619,2255.0,209.0667,5459879,3019-74-7,,HMDB03219
1648,9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,503,1239.0,106.0499,5951,56-45-1,C00065,HMDB00187
2342,269,serotonin,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,504,2550.0,177.1022,5202,153-98-0,C00780,HMDB00259
52954,5380,sitagliptin,Xenobiotics,Drug - Metabolic,LC/MS Neg,100008964,4485.0,468.1112,11306691,486460-32-6,,
39788,4793,solanidine,Xenobiotics,Food Component/Plant,LC/MS Pos Late,100002773,1010.0,398.3418,65727,80-78-4,C06543,HMDB03236
485,492,spermidine,Amino Acid,Polyamine Metabolism,LC/MS Pos Late,50,700.0,146.1652,1102,124-20-9,C00315,HMDB01257
57426,2846,sphingadienine,Lipid,Sphingolipid Synthesis,LC/MS Pos Late,100015643,1350.0,298.2741,6449795,25696-03-1,,
17769,2844,sphinganine,Lipid,Sphingolipid Synthesis,LC/MS Pos Late,313,1413.0,302.3054,3126,3102-56-5,C00836,HMDB00269
52605,2845,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis,LC/MS Pos Late,100001876,1431.0,382.2717,520,19794-97-9,,HMDB01383
62152,2948,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100020276,1950.0,661.5279,,,,
52433,2951,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006314,2082.0,689.5592,,121999-58-4,,
57483,2952,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015793,1837.0,687.5436,,,,
57473,2937,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100009027,2362.0,733.6218,,,,HMDB12087
57476,2938,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100015786,2600.0,761.6531,,,,
42463,2949,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100004328,1998.0,675.5436,11433862,,,HMDB12097
52615,2954,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingomyelins,LC/MS Pos Late,100008920,2312.0,717.5905,,121999-64-2,,
37529,2955,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins,LC/MS Pos Late,100002106,2167.0,729.5905,6443882,108392-10-5,,HMDB12101
57475,2956,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015787,2330.0,745.6218,,,,
48490,2957,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006290,2685.0,759.6375,,,,HMDB12102
48491,2958,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006292,2383.0,757.6218,,222403-67-0,,
57481,2959,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006293,2039.0,755.6062,,,,
52495,2960,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100009025,2793.0,773.6531,,,,
48493,2962,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006295,2666.0,785.6531,,,,HMDB12104
57477,2963,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",Lipid,Sphingomyelins,LC/MS Pos Late,100006296,2209.0,783.6375,,,,
47153,2965,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005986,3033.0,813.6844,,94359-13-4,,HMDB12107
57478,2967,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015792,3500.0,829.7157,,,,
47154,2950,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005985,1860.0,673.5279,,,,
42459,2953,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100004329,2002.0,701.5592,,,,
57474,2945,sphingomyelin (d18:2/18:1)*,Lipid,Sphingomyelins,LC/MS Pos Late,100015788,1904.0,727.5749,,,,
57480,2961,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015790,2330.0,771.6375,,,,
52435,2964,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100008956,2845.0,799.6687,,,,
57482,2946,sphingomyelin (d18:2/23:1)*,Lipid,Sphingomyelins,LC/MS Pos Late,100015791,2315.0,797.6531,,,,
52437,2966,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,Sphingomyelins,LC/MS Pos Late,100008957,2635.0,811.6687,,,,
57479,2947,sphingomyelin (d18:2/24:2)*,Lipid,Sphingomyelins,LC/MS Pos Late,100015789,2215.0,809.6531,,,,
17747,2995,sphingosine,Lipid,Sphingosines,LC/MS Pos Late,297,1393.0,300.2897,5353955,123-78-4,C00319,HMDB00252
34445,2997,sphingosine 1-phosphate,Lipid,Sphingosines,LC/MS Pos Late,100000626,1375.0,380.256,5283560,26993-30-6,C06124,HMDB00277
34384,4801,stachydrine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001296,1440.0,144.1019,115244,4136-37-2,C10172,HMDB04827
1358,1413,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,439,5872.0,283.2643,5281,57-11-4,C01530,HMDB00827
33969,1455,stearidonate (18:4n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001229,5395.0,275.2017,5312508,111174-40-4,C16300,HMDB06547
38625,2025,stearoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Pos Late,100002254,1787.0,328.321,27902,111-57-9,,HMDB13078
19503,2941,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,LC/MS Pos Late,1538,2400.0,731.6062,6453725,85187-10-6;85187-10-6,C00550,HMDB01348
34409,1753,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100001391,1485.0,428.3734,6426855,18822-91-8,,HMDB00848
57464,1828,stearoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100015759,1520.0,370.368,,,,
15730,1572,suberate (C8-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100000016,2577.6,173.0819,10457,505-48-6,C08278,HMDB00893
52990,1794,suberoylcarnitine (C8-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",LC/MS Pos Early,100006627,2964.0,318.1911,,,,
1437,1353,succinate,Energy,TCA Cycle,LC/MS Neg,252,603.0,117.0193,1110,110-15-6,C00042,HMDB00254
41888,5731,succinimide,Xenobiotics,Chemical,LC/MS Neg,100003696,1270.0,98.0248,11439,123-56-8,C07273,
63678,427,succinoyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,100021220,2572.0,224.0234,,,,
37058,1352,succinylcarnitine (C4-DC),Energy,TCA Cycle,LC/MS Pos Early,100001948,2291.0,262.1285,71464481,256928-74-2,,HMDB61717
36649,4448,sucralose,Xenobiotics,Food Component/Plant,LC/MS Neg,100001789,3140.0,395.0073,71485,56038-13-2,C12285,HMDB31554
1519,1233,sucrose,Carbohydrate,Disaccharides and Oligosaccharides,LC/MS Polar,935,3092.0,387.1144,5988,57-50-1,C00089,HMDB00258
53240,5163,sulfamethoxazole,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100009327,1941.0,252.0448,5329,,"D00285,C07315,D00447",HMDB15150
62295,4755,sulfate of piperine metabolite C16H19NO3 (2)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020496,4112.0,352.086,,,,
62296,4756,sulfate of piperine metabolite C16H19NO3 (3)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020497,4200.0,352.086,,,,
62297,4761,sulfate of piperine metabolite C18H21NO3 (1)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020502,4481.0,378.1017,,,,
62299,4763,sulfate of piperine metabolite C18H21NO3 (3)*,Xenobiotics,Food Component/Plant,LC/MS Neg,100020504,4630.0,378.1017,,,,
46960,5624,sulfate*,Xenobiotics,Chemical,LC/MS Neg,100002528,616.0,96.9601,1118,14808-79-8,C00059,HMDB01448
64100,5280,tamsulosin,Xenobiotics,Drug - Antineoplastic,LC/MS Pos Late,100020906,761.0,409.1792,129211,106133-20-4,"C07124,D08560",HMDB14844
15336,4810,tartarate,Xenobiotics,Food Component/Plant,LC/MS Neg,100000295,615.3,149.0092,444305,87-69-4;6106-24-7,C00898,HMDB00956
